1.0, 1.0, 0.97179878679530074
1.0, 1.0, 0.92254905904991047
1.0, 0.97399999999999998, 0.73737716681766696
0.0, 0.872, 0.62820399044266351
0.0, 0.97399999999999998, 0.73737716681766696
0.0, 0.97399999999999998, 0.73737716681766696
0.0, 0.97399999999999998, 0.73737716681766696
0.0, 0.97399999999999998, 0.73737716681766696
0.0, 0.872, 0.62820399044266351
0.0, 1.0, 0.97179878679530074
0.0, 0.872, 0.62820399044266351
0.0, 1.0, 0.97179878679530074
0.0, 1.0, 0.97179878679530074
0.0, 0.97999999999999998, 0.68746766480891475
0.0, 0.872, 0.62820399044266351
0.0, 0.97399999999999998, 0.73737716681766696
0.0, 0.872, 0.62820399044266351
1.0, 1.0, 0.93519712397508059
1.0, 1.0, 0.97179878679530074
1.0, 1.0, 0.92254905904991047
1.0, 0.97999999999999998, 0.68746766480891475
1.0, 1.0, 0.89940124520602138
1.0, 0.41999999999999998, 0.48875059217040351
1.0, 0.80300000000000005, 0.59758810291007491
1.0, 0.41999999999999998, 0.48875059217040351
1.0, 1.0, 0.97179878679530074
1.0, 1.0, 0.92254905904991047
1.0, 1.0, 0.89659536739665868
1.0, 1.0, 0.89940124520602138
1.0, 1.0, 0.89940124520602138
1.0, 1.0, 0.92254905904991047
1.0, 1.0, 0.97179878679530074
1.0, 1.0, 0.93519712397508059
1.0, 0.80300000000000005, 0.59758810291007491
1.0, 0.69999999999999996, 0.57298472207782136
1.0, 1.0, 0.97179878679530074
1.0, 1.0, 0.97179878679530074
1.0, 0.999, 0.999
1.0, 1.0, 1.0
1.0, 0.99199999999999999, 0.89141774955350794
1.0, 0.94199999999999995, 0.84055001110001104
1.0, 1.0, 1.0
1.0, 0.94199999999999995, 0.84055001110001104
1.0, 0.40400000000000003, 0.48578375499621895
1.0, 1.0, 1.0
1.0, 0.65300000000000002, 0.68780822510822515
1.0, 0.998, 0.99777777777777787
1.0, 1.0, 1.0
1.0, 1.0, 1.0
1.0, 0.999, 0.99126734922690962
